년	월	일	시	분	규모	위도	경도
1979	8	24	8	30	3.8 	36.60 	124.00 
1979	8	18	16	34	2.4 	37.00 	126.40 
1979	8	14	10	5	2.5 	39.50 	125.80 
1979	8	13	12	12	3.5 	36.30 	128.50 
1979	4	24	5	44	3.0 	36.80 	128.50 
1979	4	9	8	49	3.3 	39.70 	125.70 
1979	3	12	11	9	3.8 	36.60 	126.70 
1979	2	24	19	0	2.9 	36.60 	126.70 
1979	2	24	14	44	2.7 	38.30 	125.10 
1979	2	8	8	52	4.0 	36.60 	126.70 
1979	2	4	9	29	3.7 	38.40 	125.70 
1979	1	30	0	33	3.0 	36.10 	128.30 
1979	1	29	10	6	3.3 	38.30 	126.00 
1979	1	24	0	40	3.0 	35.70 	126.00 
1979	1	1	0	11	2.9 	36.60 	126.70 
1978	12	12	21	58	3.3 	35.90 	126.30 
1978	12	4	15	16	2.8 	37.40 	128.70 
1978	11	23	11	6	4.6 	38.40 	125.60 
1978	10	7	18	19	5.0 	36.60 	126.70 
1978	9	16	2	7	5.2 	36.60 	127.90 
1978	8	30	2	29	4.5 	39.10 	124.20 
							
							
